"Total_BacDive_ids";"Phylum";"Class";"Order";"Family";"Genus";"gram_stain_positive";"gram_stain_negative";"cell_length_<=_0.9";"cell_length_>_0.9_to_1.3";"cell_length_>_1.3_to_2";"cell_length_>_2";"cell_width_<=_0.3";"cell_width_>_0.3_to_0.5";"cell_width_>_0.5_to_0.7";"cell_width_>_0.7";"cell_shape_coccus-shaped";"cell_shape_rod-shaped";"cell_shape_filament-shaped";"cell_shape_ovoid-shaped";"cell_shape_pleomorphic-shaped";"cell_shape_curved-shaped";"cell_shape_other";"cell_shape_spiral-shaped";"motility_no";"motility_yes";"flagellum_arrangement_polar";"flagellum_arrangement_peritrichous";"flagellum_arrangement_gliding";"pigmentation_production_yes";"pigmentation_production_no";"colony_color_colorless";"colony_color_cream";"colony_color_yellow";"colony_color_white";"colony_color_brown";"colony_color_pink";"colony_color_orange";"colony_color_red";"colony_color_grey";"colony_color_green";"colony_color_blue";"forms_multicellular_complex_no";"forms_multicellular_complex_yes";"temperature_opt_<=_10";"temperature_opt_>_10_to_22";"temperature_opt_>_22_to_32";"temperature_opt_>_32_to_42";"temperature_opt_>_42";"temperature_preference_psychrophilic";"temperature_preference_psychrotrophic";"temperature_preference_mesophilic";"temperature_preference_thermophilic";"temperature_range_<=_10";"temperature_range_>_10_to_22";"temperature_range_>_22_to_32";"temperature_range_>_32_to_42";"temperature_range_>_42";"temperature_delta_<=_10";"temperature_delta_>_10_to_25";"temperature_delta_>_25_to_40";"temperature_delta_>_40";"pH_opt_<=_5";"pH_opt_>_5_to_6.5";"pH_opt_>_6.5_to_7.5";"pH_opt_>_7.5_to_8.5";"pH_opt_>_8.5";"pH_preference_acidophile";"pH_preference_acido-neutrophile";"pH_preference_neutrophile";"pH_preference_alkalino-neutrophile";"pH_preference_alkalino-alkaliphile";"pH_range_<=_5";"pH_range_>_5_to_6.5";"pH_range_>_6.5_to_7.5";"pH_range_>_7.5_to_8.5";"pH_range_>_8.5";"pH_delta_<=_1.5";"pH_delta_>_1.5_to_3.5";"pH_delta_>_3.5_to_5.5";"pH_delta_>_5.5";"spore_formation_no";"spore_formation_yes";"halophily_opt_<=_1";"halophily_opt_>_1_to_4";"halophily_opt_>_4_to_8";"halophily_opt_>_8";"halophily_preference_non-halophilic";"halophily_preference_weakly";"halophily_preference_moderate";"halophily_preference_extreme";"halophily_range_<=_1";"halophily_range_>_1_to_4";"halophily_range_>_4_to_8";"halophily_range_>_8";"halophily_delta_<=_1";"halophily_delta_>_1_to_5";"halophily_delta_>_5_to_9";"halophily_delta_>_9";"oxygen_tolerance_facultative";"oxygen_tolerance_microaerophile";"oxygen_tolerance_anaerobe";"oxygen_tolerance_aerobe";"antibiotic_resistance_frequency_<=_0.15";"antibiotic_resistance_frequency_>_0.15_to_0.85";"antibiotic_resistance_frequency_>_0.85";"energy_source_chemotroph";"energy_source_phototroph";"electron_donnor_organotroph";"electron_donnor_lithotroph";"carbon_source_autotroph";"carbon_source_heterotroph";"biosafety_level_1";"biosafety_level_2";"biosafety_level_3";"gc_content_<=_40.2";"gc_content_>_40.2_to_56.4";"gc_content_>_56.4_to_68.1";"gc_content_>_68.1";"rRNA16S_gene_copies_<=_3";"rRNA16S_gene_copies_>_3_to_5";"rRNA16S_gene_copies_>_5_to_7";"rRNA16S_gene_copies_>_7";"estimated_genome_size_<=_3.036";"estimated_genome_size_>_3.036_to_5.196";"estimated_genome_size_>_5.196_to_7.49";"estimated_genome_size_>_7.49"
2;"Actinomycetota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinorectispora";1;0;1;0;0;0;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;1;0;0;0;0;0,5;0;0,5;0;0;0;0;0;NA;NA;0;0;1;0;0;0,25;0,666666666666667;0,0833333333333335;0;NA;NA;NA;NA;NA;0;0,5;0,5;0;0;0;1;0;0;0;0,125;0,5;0,25;0,125;NA;NA;NA;NA;NA;0;1;0;0;0;1;1;0;0;0;0,416666666666667;0,291666666666667;0,291666666666667;0;NA;NA;NA;NA;0;0;0,5;0,5;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA
1;"Actinomycetota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinorhabdospora";1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;0;0,333333333333333;0,333333333333333;0,333333333333333;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;NA;NA;NA;NA;0;0;1;0
1;"Actinomycetota";"Actinobacteria";"Streptosporangiales";"Nocardiopsidaceae";"Actinorugispora";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0;0;1;0
24751;"Actinomycetota";"Actinobacteria";"Kitasatosporales";"Streptomycetaceae";"Streptomyces";1;0;0,9;0;0,1;0;0,3;0,3;0,2;0,2;0,0128205128205128;0,615384615384615;0,200854700854701;0,0854700854700855;0;0;0,0341880341880342;0,0512820512820513;0,969924812030075;0,0300751879699248;NA;NA;NA;0,673258003766478;0,326741996233522;0,0355836389120413;0,0936589323566763;0,249929449111718;0,0291484808844711;0,405826778283361;0,0153356148048108;0,0161319449780988;0,0550678142872713;0,0614254538753504;0,0350508972095843;0,0028409952966166;0,306735069718495;0,693264930281505;0;0,00308641975308642;0,938271604938272;0,0482253086419753;0,0104166666666667;0,0118971217331873;0,92744333645973;0,0541803726229956;0,00647916918408722;0,133333333333333;0,133333333333333;0,244444444444444;0,244444444444444;0,244444444444444;0,291390728476821;0,288079470198675;0,413907284768212;0,00662251655629139;0,00192307692307692;0,0708333333333333;0,630128205128205;0,250320512820513;0,0467948717948718;0,123662752772342;0,180634377038487;0,287763644270493;0,220376712328767;0,187562513589911;NA;NA;NA;NA;NA;0,0492957746478873;0,211267605633803;0,514084507042254;0,225352112676056;0,0179856115107914;0,982014388489209;0,283068783068783;0,529100529100529;0,171957671957672;0,0158730158730159;0,214589112343967;0,553880605640314;0,223416551086454;0,00811373092926491;NA;NA;NA;NA;0;0,360730593607306;0,219178082191781;0,420091324200913;0,0209205020920502;0,0167364016736402;0,00418410041841004;0,9581589958159;0,46;0,18;0,36;1;0;1;0;0;1;0,991839762611276;0,00816023738872404;0;0;0;0,0423254281949934;0,957674571805007;0,0268652915711739;0,0053475935828877;0,964731347084288;0,00305576776165011;0;0,000730015817009369;0,913472847467251;0,0857971367157399
27;"Actinomycetota";"Actinomycetes";"Kitasatosporales";"Streptomycetaceae";"Actinosporangium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1
9;"Actinomycetota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinosynnema";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0;0;0;1;0;NA;NA;NA;1;0;0;0;0,407407407407407;0,037037037037037;0,245791245791246;0;0,30976430976431;0;0;0;0;0,330555555555556;0,669444444444444;0;0;1;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1
5;"Actinomycetota";"Actinobacteria";"Micrococcales";"Cellulomonadaceae";"Pseudactinotalea";0,333333333333333;0,666666666666667;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;1;0;0;0;0;0;0;0;0;NA;NA;0;0;1;0;0;0,101904761904762;0,762857142857143;0,101904761904762;0,0333333333333334;NA;NA;NA;NA;NA;0;0,333333333333333;0,333333333333333;0,333333333333333;0;0;1;0;0;0;0,216666666666667;0,433333333333333;0,216666666666667;0,133333333333333;NA;NA;NA;NA;NA;0;0,666666666666667;0,333333333333333;0;1;0;0,333333333333333;0,5;0,166666666666667;0;0,361111111111111;0,472222222222222;0,166666666666667;0;NA;NA;NA;NA;0;0,333333333333333;0,666666666666667;0;0;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;NA;NA;NA;NA;0;1;0;0
8;"Actinomycetota";"Actinobacteria";"Micrococcales";"Cellulomonadaceae";"Actinotalea";1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;1;0;0,5;0;0,5;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0,0571428571428572;0,857936507936508;0,084920634920635;0;NA;NA;NA;NA;NA;0;0,333333333333333;0,666666666666667;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;0,5;0,5;0;0;0,305555555555556;0,611111111111111;0,0833333333333333;0;NA;NA;NA;NA;0;0,5;0,5;0;0,5;0;0;0,5;0;0;1;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;NA;NA;NA;NA;0,25;0,75;0;0
88;"Actinomycetota";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinotignum";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0,933333333333333;0;0;0;0,0666666666666666;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00815696649029983;0,00970017636684304;0,982142857142857;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;NA;NA;0,166666666666667;0,333333333333333;0,5;0;NA;NA;NA;NA;0;0;0;1;0;0,209677419354839;0,790322580645161;0;0,25;0;0,75;NA;NA;NA;NA;NA;NA;0,571428571428571;0,428571428571429;0;0;0,333333333333333;0,666666666666667;0;1;0;0;0;1;0;0;0
1;"Verrucomicrobiota";"Opitutia";"Opitutales";"Opitutaceae";"Actomonas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;0
5;"Bacillota";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Acutalibacter";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;NA;NA;NA;NA;0;1;0;0
5;"Pseudomonadota";"Alphaproteobacteria";"Alphaproteobacteria Incertae Sedis";"Neomegalonemataceae";"Acuticoccus";0;1;0;1;0;0;NA;NA;NA;NA;0;0;0;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;0;0;0;0;1;0;0;0;0;NA;NA;0;0;1;0;0;0,0833333333333333;0,833333333333333;0,0833333333333333;0;NA;NA;NA;NA;NA;0,5;0;0,5;0;0;0,5;0,5;0;0;0;0,3;0,3;0,2;0,2;NA;NA;NA;NA;NA;0;0,5;0,5;0;1;0;0,25;0,75;0;0;0,375;0,5;0,125;0;NA;NA;NA;NA;0;0,5;0,5;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0,333333333333333;0;0,666666666666667;NA;NA;NA;NA;0;0,2;0,6;0,2
1;"Planctomycetota";"Planctomycetia";"Pirellulales";"Lacipirellulaceae";"Adhaeretor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;0
13;"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Adhaeribacter";0;1;0;0;1;0;0;0,25;0,25;0,5;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;1;0;0;0;0;0;0;0,5;0;0,5;0;0;0;NA;NA;0;0;0,916666666666667;0,0833333333333333;0;0,10625;0,714583333333333;0,179166666666667;0;NA;NA;NA;NA;NA;0;0,666666666666667;0,333333333333333;0;0;0;1;0;0;0;0,18;0,493333333333333;0,246666666666667;0,08;NA;NA;NA;NA;NA;0,2;0,8;0;0;1;0;0,5;0,5;0;0;0,75;0,25;0;0;NA;NA;NA;NA;0,8;0,2;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0,166666666666667;0,833333333333333;0;0;1;0;0;0;0;0,115384615384615;0,884615384615385;0
14;"Actinomycetota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Adlercreutzia";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0,833333333333333;0;0,166666666666667;0;0;0;0;1;0;NA;NA;NA;0,666666666666667;0,333333333333333;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;0;0;1;0;0;0,0435897435897436;0,956410256410256;0;NA;NA;NA;NA;NA;0,333333333333333;0,666666666666667;0;0;0;0;1;0;0;0;0,1;0,7;0,1;0,1;NA;NA;NA;NA;NA;0;0;1;0;1;0;0,5;0,5;0;0;0,5;0,5;0;0;NA;NA;NA;NA;0;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;0,5;0;0;0;1;0;1;0;0;0;1;0;0;0
14;"Pseudomonadota";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Advenella";0;1;0,333333333333333;0,333333333333333;0,333333333333333;0;0;0;1;0;0,6;0,2;0;0,2;0;0;0;0;0,8;0,2;NA;NA;NA;1;0;0;0;0,25;0;0,75;0;0;0;0;0;0;NA;NA;0;0;0,875;0,125;0;0,0722222222222223;0,591666666666667;0,322222222222222;0,0138888888888889;NA;NA;NA;NA;NA;0,5;0,1;0,3;0,1;0;0,333333333333333;0;0,666666666666667;0;0,122222222222222;0,255555555555556;0,188888888888889;0,311111111111111;0,122222222222222;NA;NA;NA;NA;NA;0;0;0,666666666666667;0,333333333333333;1;0;1;0;0;0;0,428571428571429;0,345238095238095;0,226190476190476;0;NA;NA;NA;NA;0;0,333333333333333;0,333333333333333;0,333333333333333;0;0;0;1;0;0;1;NA;NA;NA;NA;NA;NA;0,916666666666667;0,0833333333333333;0;0;1;0;0;0;1;0;0;0,111111111111111;0,888888888888889;0;0
2;"Bacillota";"Clostridia";"Tissierellales";"Peptoniphilaceae";"Aedoeadaptatus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0
1;"Cyanobacteriota";"Cyanobacteriia";"Eurycoccales";"Eurycoccales Incertae Sedis";"Synechococcus PCC-7336";NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;1;0;0;0;0;0,333333333333333;0;0,333333333333333;0,333333333333333;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Aegicerativicinus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;0
2;"Planctomycetota";"Planctomycetia";"Pirellulales";"Lacipirellulaceae";"Aeoliella";0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;0;1;0;0;0,125;0,75;0,125;0;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;0;0,2;0,4;0,2;0,2;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;1;0;0;0;0;0;0,5;0,5
1;"Pseudomonadota";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Aequoribacter";0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;0;0;1;0;0;0;0;0;0;NA;NA;0;0;1;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;0;0,5;0,5;0;0;0;0,4;0,4;0,2;0;NA;NA;NA;NA;NA;0;1;0;0;1;0;0;1;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;0;0;1;0;0;0;0;1;NA;NA;NA;1;0;NA;NA;0;1;NA;NA;NA;0;1;0;0;1;0;0;0;0;1;0;0
23;"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Aequorivita";0;1;0,5;0,5;0;0;0,333333333333333;0,666666666666667;0;0;0;0,907407407407408;0,0555555555555556;0,037037037037037;0;0;0;0;1;0;NA;NA;NA;0,785714285714286;0,214285714285714;0;0;0,333333333333333;0;0;0;0,666666666666667;0;0;0;0;NA;NA;0;0;0,6;0,4;0;0,137404262404263;0,609931734931735;0,252664002664003;0;NA;NA;NA;NA;NA;0;0;0,777777777777778;0,222222222222222;0;0;0,6;0,4;0;0,0785714285714286;0,118571428571429;0,447142857142857;0,237142857142857;0,118571428571429;NA;NA;NA;NA;NA;0,2;0,6;0,2;0;1;0;0;0,875;0,125;0;0,195138888888889;0,400694444444444;0,390277777777778;0,0138888888888889;NA;NA;NA;NA;0;0,125;0,375;0,5;0;0;0;1;0,5;0,5;0;1;0;NA;NA;0;1;1;0;0;0,555555555555556;0,444444444444444;0;0;1;0;0;0;0,105263157894737;0,894736842105263;0;0
9;"Bacillota";"Bacilli";"Bacillales";"Bacillaceae";"Aeribacillus";1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;1;0;0;0,166666666666667;0,833333333333333;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;0,2;0,2;0,2;0,4;NA;NA;NA;NA;NA;0;0;1;0;0;1;0;0;1;0;0;0,333333333333333;0,666666666666667;0;NA;NA;NA;NA;0;0;1;0;0;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;1;0;0;0,6;0,4;0;0;0;0;1;0;0;1;0;0
1;"Actinomycetota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Aeriscardovia";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;0;0,166666666666667;0,666666666666666;0,166666666666667;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;NA;NA;NA;NA;1;0;0;0
120;"Bacillota";"Bacilli";"Lactobacillales";"Aerococcaceae";"Aerococcus";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0,958333333333333;0;0;0,0416666666666667;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0,0124012445887446;0,210270562770563;0,777328192640693;0;NA;NA;NA;NA;NA;0,333333333333333;0,0833333333333333;0,583333333333333;0;0;0;0;0,5;0,5;0;0;0;0,25;0,75;NA;NA;NA;NA;NA;1;0;0;0;1;0;NA;NA;NA;NA;0,108333333333333;0,0666666666666666;0,825;0;NA;NA;NA;NA;0;0;0;1;0,05;0,816666666666667;0,05;0,0833333333333333;0,5;0,25;0,25;NA;NA;NA;NA;NA;NA;0,857142857142857;0,142857142857143;0;0,572727272727273;0,427272727272727;0;0;0;0,720720720720721;0,279279279279279;0;1;0;0;0
42;"Actinomycetota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium";1;0;0,5;0,333333333333333;0;0,166666666666667;0,5;0,333333333333333;0;0,166666666666667;0,227272727272727;0,727272727272727;0;0,0454545454545455;0;0;0;0;1;0;NA;NA;NA;1;0;0,0222222222222222;0,122222222222222;0,611111111111111;0,111111111111111;0,133333333333333;0;0;0;0;0;0;1;0;0;0,0416666666666667;0,833333333333333;0,125;0;0,0548220298220298;0,882659932659933;0,0625180375180375;0;NA;NA;NA;NA;NA;0,214285714285714;0,142857142857143;0,642857142857143;0;0;0,1;0,8;0,1;0;0,106666666666667;0,208333333333333;0,35;0,208333333333333;0,126666666666667;NA;NA;NA;NA;NA;0;0,3;0,5;0,2;0,857142857142857;0,142857142857143;0,333333333333333;0,619047619047619;0,0476190476190476;0;0,306666666666667;0,556666666666667;0,136666666666667;0;NA;NA;NA;NA;0,111111111111111;0,444444444444444;0,333333333333333;0,111111111111111;0,125;0;0;0,875;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0,0454545454545455;0,181818181818182;0,772727272727273;1;0;0;0;0,0476190476190476;0,952380952380952;0;0
6;"Actinomycetota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Mumia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;1;0;0;0;0;0,8;0,2;0
