"Total_BacDive_ids";"Phylum";"Class";"Order";"Family";"Genus";"gram_stain_positive";"gram_stain_negative";"cell_length_<=_0.9";"cell_length_>_0.9_to_1.3";"cell_length_>_1.3_to_2";"cell_length_>_2";"cell_width_<=_0.3";"cell_width_>_0.3_to_0.5";"cell_width_>_0.5_to_0.7";"cell_width_>_0.7";"cell_shape_coccus-shaped";"cell_shape_rod-shaped";"cell_shape_filament-shaped";"cell_shape_ovoid-shaped";"cell_shape_pleomorphic-shaped";"cell_shape_curved-shaped";"cell_shape_other";"cell_shape_spiral-shaped";"motility_no";"motility_yes";"flagellum_arrangement_polar";"flagellum_arrangement_peritrichous";"flagellum_arrangement_gliding";"pigmentation_production_yes";"pigmentation_production_no";"colony_color_colorless";"colony_color_cream";"colony_color_yellow";"colony_color_white";"colony_color_brown";"colony_color_pink";"colony_color_orange";"colony_color_red";"colony_color_grey";"colony_color_green";"colony_color_blue";"forms_multicellular_complex_no";"forms_multicellular_complex_yes";"temperature_opt_<=_10";"temperature_opt_>_10_to_22";"temperature_opt_>_22_to_32";"temperature_opt_>_32_to_42";"temperature_opt_>_42";"temperature_preference_psychrophilic";"temperature_preference_psychrotrophic";"temperature_preference_mesophilic";"temperature_preference_thermophilic";"temperature_range_<=_10";"temperature_range_>_10_to_22";"temperature_range_>_22_to_32";"temperature_range_>_32_to_42";"temperature_range_>_42";"temperature_delta_<=_10";"temperature_delta_>_10_to_25";"temperature_delta_>_25_to_40";"temperature_delta_>_40";"pH_opt_<=_5";"pH_opt_>_5_to_6.5";"pH_opt_>_6.5_to_7.5";"pH_opt_>_7.5_to_8.5";"pH_opt_>_8.5";"pH_preference_acidophile";"pH_preference_acido-neutrophile";"pH_preference_neutrophile";"pH_preference_alkalino-neutrophile";"pH_preference_alkalino-alkaliphile";"pH_range_<=_5";"pH_range_>_5_to_6.5";"pH_range_>_6.5_to_7.5";"pH_range_>_7.5_to_8.5";"pH_range_>_8.5";"pH_delta_<=_1.5";"pH_delta_>_1.5_to_3.5";"pH_delta_>_3.5_to_5.5";"pH_delta_>_5.5";"spore_formation_no";"spore_formation_yes";"halophily_opt_<=_1";"halophily_opt_>_1_to_4";"halophily_opt_>_4_to_8";"halophily_opt_>_8";"halophily_preference_non-halophilic";"halophily_preference_weakly";"halophily_preference_moderate";"halophily_preference_extreme";"halophily_range_<=_1";"halophily_range_>_1_to_4";"halophily_range_>_4_to_8";"halophily_range_>_8";"halophily_delta_<=_1";"halophily_delta_>_1_to_5";"halophily_delta_>_5_to_9";"halophily_delta_>_9";"oxygen_tolerance_facultative";"oxygen_tolerance_microaerophile";"oxygen_tolerance_anaerobe";"oxygen_tolerance_aerobe";"antibiotic_resistance_frequency_<=_0.15";"antibiotic_resistance_frequency_>_0.15_to_0.85";"antibiotic_resistance_frequency_>_0.85";"energy_source_chemotroph";"energy_source_phototroph";"electron_donnor_organotroph";"electron_donnor_lithotroph";"carbon_source_autotroph";"carbon_source_heterotroph";"biosafety_level_1";"biosafety_level_2";"biosafety_level_3";"gc_content_<=_40.2";"gc_content_>_40.2_to_56.4";"gc_content_>_56.4_to_68.1";"gc_content_>_68.1";"rRNA16S_gene_copies_<=_3";"rRNA16S_gene_copies_>_3_to_5";"rRNA16S_gene_copies_>_5_to_7";"rRNA16S_gene_copies_>_7";"estimated_genome_size_<=_3.036";"estimated_genome_size_>_3.036_to_5.196";"estimated_genome_size_>_5.196_to_7.49";"estimated_genome_size_>_7.49"
1;"Abditibacteriota";"Abditibacteriia";"Abditibacteriales";"Abditibacteriaceae";"Abditibacterium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;0;1;0;0
39;"Bacillota";"Bacilli";"Lactobacillales";"Aerococcaceae";"Abiotrophia";1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0315789473684211;0,0421052631578947;0,926315789473684;0;NA;NA;NA;NA;NA;0;0,25;0,75;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0,176470588235294;0,764705882352941;0,0588235294117647;0;0;0;1;NA;NA;NA;NA;NA;NA;0,9;0,1;0;0;1;0;0;0;1;0;0;1;0;0;0
2;"Bacillota";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Absicoccus";1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;0;0,125;0,875;0;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;0;0;0;0,4;0,2;0,2;0,2;NA;NA;NA;NA;NA;0;1;0;0;1;0;NA;NA;NA;NA;0,5;0,5;0;0;NA;NA;NA;NA;1;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;1;0;0;0
1;"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Abyssalbus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;0
8;"Pseudomonadota";"Gammaproteobacteria";"Salinisphaerales";"Salinisphaeraceae";"Salinisphaera";0;1;0;0,5;0,5;0;0;0,5;0,5;0;0;1;0;0;0;0;0;0;0,142857142857143;0,857142857142857;1;0;0;1;0;0,5;0;0;0,5;0;0;0;0;0;0;0;NA;NA;0;0;0,571428571428571;0,428571428571429;0;0,14375;0,560416666666667;0,295833333333333;0;NA;NA;NA;NA;NA;0,125;0,25;0,625;0;0;0,285714285714286;0,642857142857143;0,0714285714285714;0;0,140476190476191;0,228571428571429;0,335714285714286;0,190476190476191;0,104761904761905;NA;NA;NA;NA;NA;0;0,571428571428571;0,285714285714286;0,142857142857143;1;0;0;0,428571428571429;0;0,571428571428571;0,14047619047619;0,276190476190476;0,3;0,283333333333333;NA;NA;NA;NA;0;0;0,142857142857143;0,857142857142857;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0,84375;0,15625;NA;NA;NA;NA;0;1;0;0
1;"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Abyssibius";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;0
2;"Bacillota";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Auricoccus-Abyssicoccus";1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;1;0;0;0,625;0,375;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;0,166666666666667;0,166666666666667;0,333333333333333;0,166666666666667;0,166666666666667;NA;NA;NA;NA;NA;0;0;1;0;1;0;0;1;0;0;0,2;0,4;0,2;0,2;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;1;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0;0
1;"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales";"Incertae Sedis";"MCWD3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;"Acidobacteriota";"Holophagae";"Acanthopleuribacterales";"Acanthopleuribacteraceae";"Acanthopleuribacter";0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0,2;0,8;0;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;0,5;0,5;0;0,142857142857143;0,142857142857143;0,285714285714286;0,285714285714286;0,142857142857143;NA;NA;NA;NA;NA;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0;0;0;1
1;"Actinomycetota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Acaricomes";1;0;0;1;0;0;0;1;0;0;0,5;0,5;0;0;0;0;0;0;1;0;NA;NA;NA;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0,125;0,875;0;0;NA;NA;NA;NA;NA;0;1;0;0;0;0,333333333333333;0,333333333333333;0,333333333333333;0;0;0,285714285714286;0,285714285714286;0,285714285714286;0,142857142857143;NA;NA;NA;NA;NA;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;1;0;0;0
1;"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Pectobacteriaceae";"Acerihabitans";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0
2;"Bacillota";"Clostridia";"Oscillospirales";"Ethanoligenenaceae";"Acetanaerobacterium";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;0;0,166666666666666;0,833333333333333;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;0,25;0,25;0,5;0;0;NA;NA;NA;NA;NA;0;1;0;0;1;0;1;0;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;1;0;0;0
2;"Bacillota";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Acetatifactor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;NA;NA;NA;NA;0;0;1;0
27;"Bacillota";"Thermoanaerobacteria";"Thermoanaerobacterales";"Family III";"Thermoanaerobacterium";0,5;0,5;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;0;0;0;1;0;0;0,0185185185185185;0,981481481481482;NA;NA;NA;NA;NA;0;0,5;0,5;0;0;1;0;0;0;0,25;0,5;0,25;0;0;NA;NA;NA;NA;NA;0;0,5;0,5;0;0;1;0;1;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;0;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0
750;"Bacillota";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";1;0;0,142857142857143;0,142857142857143;0,428571428571429;0,285714285714286;0,25;0,5;0,25;0;0;0,976635514018692;0;0,0233644859813084;0;0;0;0;0,994152046783626;0,00584795321637427;NA;NA;NA;0,5;0,5;0,453488372093023;0;0;0,488372093023256;0,0232558139534884;0;0;0;0,0348837209302326;0;0;NA;NA;0;0;0;1;0;0,0877323232323232;0,217163059163059;0,694498556998557;0,000606060606060607;NA;NA;NA;NA;NA;0,0891089108910891;0,0594059405940594;0,851485148514851;0;0,25;0,5;0,25;0;0;0,279421768707483;0,347959183673469;0,219897959183673;0,108503401360544;0,04421768707483;NA;NA;NA;NA;NA;0;0,3;0,4;0,3;0,928571428571429;0,0714285714285714;0,333333333333333;0,5;0,166666666666667;0;0,314814814814815;0,62962962962963;0,0555555555555556;0;NA;NA;NA;NA;0;0,857142857142857;0;0,142857142857143;0,545774647887324;0,221830985915493;0,232394366197183;0;0,375;0;0,625;NA;NA;NA;NA;NA;NA;0,969534050179211;0,0304659498207885;0;0,744224422442244;0,255775577557756;0;0;0,00927377220480668;0,746603970741902;0,144461859979101;0,0996603970741902;1;0;0;0
1;"Proteobacteria";"Deltaproteobacteria";NA;NA;"Acetispira";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;"Bacillota";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Acetitomaculum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;NA;NA;NA;NA;0;1;0;0
14;"Bacillota";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Acetivibrio";0,75;0,25;0,111111111111111;0,111111111111111;0,444444444444444;0,333333333333333;0;1;0;0;0;0,666666666666667;0,333333333333333;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0,75;0;0,25;0;0;0;0;0;0;NA;NA;0;0;0;0;1;0;0,0153846153846154;0,298901098901099;0,685714285714286;NA;NA;NA;NA;NA;0,5;0,5;0;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;0;1;1;0;0;0;0,5;0,5;0;0;NA;NA;NA;NA;1;0;0;0;0;0;1;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;0;0,875;0,125;0;0;0;0,875;0,125;0;0;0,909090909090909;0,0909090909090909;0
1;"Bacillota";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Acetivibrio] ethanolgignens group";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;0;0;0;NA;NA;NA;NA;0;1;0;0
2;"Bacillota";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-012";1;0;0;0;0;1;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;1;0;0;0,125;0,875;NA;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;0;0,2;0,4;0,2;0,2;NA;NA;NA;NA;NA;0;1;0;0;0;1;1;0;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
3;"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Acetoanaerobium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
88;"Pseudomonadota";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acetobacter";0;1;0;0,555555555555556;0,333333333333333;0,111111111111111;0,333333333333333;0;0;0,666666666666667;0,133333333333333;0,766666666666667;0;0,1;0;0;0;0;0,571428571428571;0,428571428571429;0,5;0,5;0;NA;NA;0,037037037037037;0,111111111111111;0,0925925925925926;0,0555555555555556;0,703703703703704;0;0;0;0;0;0;NA;NA;0;0;0,5;0,5;0;0,0136243386243386;0,938645502645503;0,0477301587301587;0;NA;NA;NA;NA;NA;0,608695652173913;0,0434782608695652;0,347826086956522;0;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;NA;NA;0,166666666666667;0,333333333333333;0,5;0;NA;NA;NA;NA;0;0;0;1;0;0;0;1;0;0;1;NA;NA;NA;NA;NA;NA;1;0;0;0;0,414965986394558;0,585034013605442;0;0,106060606060606;0,893939393939394;0;0;0,101532567049808;0,898467432950192;0;0
62;"Pseudomonadota";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Gluconobacter";0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0,888888888888889;0,111111111111111;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;0;0;NA;NA;0;0;1;0;0;0,0369747899159664;0,907749766573296;0,0552754435107376;0;NA;NA;NA;NA;NA;0,384615384615385;0,153846153846154;0,461538461538462;0;0;1;0;0;0;0,333333333333333;0,666666666666667;0;0;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;0,339285714285715;0,452380952380952;0,208333333333333;0;NA;NA;NA;NA;0;0,5;0;0,5;0;0;0;1;0;0;1;NA;NA;NA;NA;NA;NA;1;0;0;0,0476190476190476;0,301587301587302;0,650793650793651;0;0;1;0;0;0,552631578947368;0,447368421052632;0;0
33;"Pseudomonadota";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Komagataeibacter";0;1;0;0,333333333333333;0,666666666666667;0;0,333333333333333;0,666666666666667;0;0;0;0,966666666666667;0;0,0333333333333333;0;0;0;0;0,9375;0,0625;NA;NA;NA;1;0;0;0,25;0;0,25;0,5;0;0;0;0;0;0;NA;NA;0;0;0,25;0,75;0;0,0489512471655329;0,795266439909297;0,15578231292517;0;NA;NA;NA;NA;NA;0,470588235294118;0,176470588235294;0,352941176470588;0;NA;NA;NA;NA;NA;0,375;0,25;0,25;0,125;0;NA;NA;NA;NA;NA;0;0;1;0;1;0;NA;NA;NA;NA;0,166666666666667;0,333333333333333;0,5;0;NA;NA;NA;NA;0;0;0;1;0,0909090909090909;0;0;0,909090909090909;0;0;1;NA;NA;NA;NA;NA;NA;1;0;0;0;0,1;0,9;0;0,0238095238095238;0,976190476190476;0;0;0;1;0;0
15;"Bacillota";"Clostridia";"Eubacteriales";"Eubacteriaceae";"Acetobacterium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0,333333333333333;0,666666666666667;0;0;0;1;0;0;0;1;0;0
1;"Bacteroidota";"Bacteroidia";"Bacteroidales";"Williamwhitmaniaceae";"Acetobacteroides";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;NA;NA;NA;NA;0;1;0;0
1;"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Acetofilamentum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;"Halanaerobiaeota";"Halanaerobiia";"Halanaerobiales";"Halobacteroidaceae";"Acetohalobium";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0
4;"Bacillota";"Clostridia";"Caldicoprobacterales";"Caldicoprobacteraceae";"Caldicoprobacter";1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1;0;0;0,1125;0,8875;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;0,0833333333333335;0,183333333333333;0,366666666666666;0,183333333333333;0,183333333333333;NA;NA;NA;NA;NA;0;0,5;0,5;0;0,5;0,5;1;0;0;0;0,583333333333333;0,416666666666667;0;0;NA;NA;NA;NA;0;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;1;0;0;NA;NA;NA;NA;1;0;0;0
